,0
597,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
598,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
599,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note https://note.mu/ori_io/n/n721e9694788b … /F-111の主翼後退角操作レバーみたいな、デザインでやらかしてしまったプロダクトが山盛りという感じ
600,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …　クソ面白い
601,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
602,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
603,あるあるｗｗこういう謎デザインｗｗｗ面白いｗいつか改善されるといいけどｗ　http://ddd.entaku-guild.com/entry/bad-design-award-2017 …　バッドデザイン賞を勝手にノミネートしてみた-2017年度版
604,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

孔明の罠がほんとに孔明の罠だった"
605,職場のビルが３連ドアで一番左しか開かないから真ん中のドアに激突する人をよく見る / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/AUtaZpk 
606,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） 
607,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note http://dlvr.it/Q4x7SC 
608,"面白かった。デザインとは何か、誰のためのものか。

バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
609,"単なるコメディコンテンツかと思ったら、めちゃくちゃ真面目に建築工学や人間心理的な規定で選出されててすごい勉強になった。使い所はわからん(別分野人間

バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …"
610,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …

見てる分には笑えるけど、使う側としては勘弁してほしいデザインばかり。"
611, mug-g: バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note https://tmblr.co/Z4s8ur2SmQnVD 
612,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
613,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

主観を廃したうえでまるで駄目なデザインなのに草生え散らかしたけど孔明の罠は普通に危ない"
614,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
615,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
616,"デザインの良し悪しって、人間工学的な見地が必要ってことですね。
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
617,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
618,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
619,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
620,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
621,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
622,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
623,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
624,441件のコメント http://b.hatena.ne.jp/entry/ddd.entaku-guild.com/entry/bad-design-award-2017#tw?u=inukun36 … “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/2NzvSm 
625,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
626,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- https://buff.ly/2A3v2hl 
627,バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜おり｜note（ノート） 
628,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
629,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
630,罠だらけ：バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
631,"このタグ最高　#バッドデザイン賞2017  
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- -  http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
632,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-  - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …

> バッドデザインの定義
誤操作や誤認を誘発する意匠
身体的な危険が伴う意匠
精神的な不快感を誘発する意匠
情報が全く伝わらない意匠
課題とソリューションが大きく乖離した意匠"
633,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
634,"すごいな、どれも捨てがたいほどのバッドさ。大賞にはNo.2「フェイクボタンonテプラ」を押します。いえ、押せません。推します。
--
バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …"
635,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
636,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
637,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
638,“バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” (1841 users) http://htn.to/inmLoC 
639,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
640,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - 
641,クソデザインってこういうのを言うのか / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/qbvbbd 
642,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
643,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
644,いろいろなるほど→バッドデザイン賞を勝手にノミネートしてみた-2017年度版-　http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
645,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
646,いい記事 / 他438コメント http://b.hatena.ne.jp/entry/ddd.entaku-guild.com/entry/bad-design-award-2017#tw?u=kimikimi714 … “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary -” http://htn.to/Ad4Vpfdj3 
647,〈このアワードを通じて普段当たり前のように享受しているデザイン（DESIGN）の大切さと、プロジェクトにデザイナーを入れることの重要性を感じて頂ければ幸い〉 / “バッドデザイン賞を勝手にノミネートしてみた-2017年度版- -…” http://htn.to/hQGqGz 
648,バッドデザイン賞を勝手にノミネートしてみた-2017年度版- - 酔いどれデザイン日誌 - Drunken Design Diary - http://ddd.entaku-guild.com/entry/bad-design-award-2017 …
649,"バッドデザイン賞を勝手にノミネートしてみた-2017年度版-｜デザイン系記事まとめ｜note（ノート） https://note.mu/ori_io/n/n721e9694788b …
秀逸な煽り文で草"
